Y108,azure,´,224,209,186,36.32,0.38,0.80,84.48,1.47,13.28,KintaroOe
Y109,coffee,µ,94,80,79,4.00,0.09,0.34,35.36,5.62,2.73,KintaroOe
Y110,cerise,¶,223,71,92,351.71,0.70,0.58,52.91,60.03,22.01,KintaroOe
Y111,meat,·,244,217,196,26.25,0.69,0.86,88.37,6.09,13.75,KintaroOe
Y112,peach,¸,233,204,200,7.27,0.43,0.85,84.32,9.51,5.72,KintaroOe
Y113,chauche,¹,215,232,226,158.82,0.27,0.88,90.62,-6.73,0.97,KintaroOe
Y114,cloud,º,198,211,230,215.63,0.39,0.84,84.13,-0.60,-10.85,KintaroOe
Y115,maldives,»,102,178,174,176.84,0.33,0.55,67.81,-24.51,-5.34,KintaroOe
Y116,bud,¿,204,225,158,78.81,0.53,0.75,86.58,-18.07,30.54,KintaroOe
Y117,matcha,×,158,174,42,67.27,0.61,0.42,67.81,-22.11,61.05,KintaroOe
Y118,ivory,÷,234,227,211,41.74,0.35,0.87,90.38,-0.32,8.65,KintaroOe
Y119,milk,À,234,219,196,36.32,0.47,0.84,88.04,1.43,13.16,KintaroOe
Y120,persimmon,Á,242,106,52,17.05,0.88,0.58,61.16,49.42,54.10,KintaroOe
