SG1,Glow Yellow,198,192,180,#C6C0B4,LThanda
SG2,Glow Pink,223,171,188,#DFABBC,LThanda
SG3,Glow Blue,111,173,193,#6FADC1,LThanda
SL1,Glitter Blue,54,135,178,#3687B2,LThanda
SL2,Glitter Green,17,124,82,#117C52,LThanda
SL3,Glitter Red,194,41,51,#C22933,LThanda
SL4,Glitter Yellow,205,189,0,#CDBD00,LThanda
SN1,Neon Orange,255,116,5,#FF7405,LThanda
SN2,Neon Green,1,198,62,#01C63E,LThanda
SN3,Neon Yellow,242,243,60,#F2F33C,LThanda
SN4,Neon Rose,255,71,122,#FF477A,LThanda
SP1,Pearlescent Green,147,202,135,#93CA87,LThanda
SP2,Pearlescent Tangerine,254,127,84,#FE7F54,LThanda
SP3,Pearlescent Orange,240,161,73,#F0A149,LThanda
SP4,Pearlescent Pink,220,158,169,#DC9EA9,LThanda
SP5,Pearlescent Red,214,60,83,#D63C53,LThanda
SP6,Pearlescent Blue,44,78,151,#2C4E97,LThanda
SP7,Pearlescent Purple,100,66,126,#64427E,LThanda
SP8,Pearlescent White,224,219,202,#E0DBCA,LThanda
ST1,Transparent,199,188,184,#C7BCB8,LThanda
ST2,Transparent Pink,249,84,152,#F95498,LThanda
ST3,Transparent Tangering,255,124,69,#FF7C45,LThanda
ST4,Transparent Yellow,218,223,61,#DADF3D,LThanda
ST5,Transparent Green,15,174,88,#0FAE58,LThanda
ST6,Transparent Purple,132,119,179,#8477B3,LThanda
